image_name,number_vector,median,max
NEKOb2013_001414,"[0, 0, 0, 0]",0,0
NEKOb2013_001415,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001416,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001417,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001418,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001419,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001420,"[0, 0, 0, 0]",0,0
NEKOb2013_001421,"[0, 0, 0, 0]",0,0
NEKOb2013_001422,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001423,"[0, 0, 0, 0]",0,0
NEKOb2013_001424,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001425,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001426,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001427,"[0, 0, 0, 0]",0,0
NEKOb2013_001428,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001429,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001430,"[0, 0, 0]",0,0
NEKOb2013_001431,"[0, 0, 0, 0]",0,0
NEKOb2013_001432,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001433,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001434,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001435,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001436,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001437,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001438,"[0, 0, 0, 0]",0,0
NEKOb2013_001439,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001440,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001441,"[7, 8, 7, 7, 7]",7,8
NEKOb2013_001442,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001443,"[0, 0, 0, 0]",0,0
NEKOb2013_001444,"[0, 0, 0]",0,0
NEKOb2013_001445,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001446,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,1
NEKOb2013_001447,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001448,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001449,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,1
NEKOb2013_001450,"[2, 2, 1, 1, 1, 5, 1, 2, 1]",1,5
NEKOb2013_001451,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001452,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",0,1
NEKOb2013_001453,"[1, 1, 2, 2, 2, 1, 2, 1, 1, 2]",1,2
NEKOb2013_001454,"[1, 1, 1, 2, 1, 1, 1, 1, 1]",1,2
NEKOb2013_001455,"[1, 1, 1, 2, 2, 1, 2, 1, 1, 1]",1,2
NEKOb2013_001456,"[1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1]",2,2
NEKOb2013_001457,"[0, 1, 2, 2, 1, 2, 0]",1,2
NEKOb2013_001458,"[4, 4, 5, 3, 5, 5, 16, 15]",5,16
NEKOb2013_001459,"[0, 1, 3, 0, 1, 0, 1, 0, 0]",0,3
NEKOb2013_001460,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001461,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001462,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001463,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001464,"[1, 1, 1, 4, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,4
NEKOb2013_001465,"[2, 1, 0, 1]",1,2
NEKOb2013_001466,"[0, 15, 4, 5, 0, 8]",4,15
NEKOb2013_001467,"[0, 0, 0, 0]",0,0
NEKOb2013_001468,"[0, 0, 0, 0]",0,0
NEKOb2013_001469,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001470,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001471,"[0, 0, 0, 0]",0,0
NEKOb2013_001472,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001473,"[0, 0, 0, 0]",0,0
NEKOb2013_001474,"[0, 0, 0, 0]",0,0
NEKOb2013_001475,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001476,"[0, 0]",0,0
NEKOb2013_001477,"[0, 0, 0, 0]",0,0
NEKOb2013_001478,"[0, 0, 0, 0]",0,0
NEKOb2013_001479,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001480,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001481,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001482,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 4, 3, 6, 3, 2, 3, 3]",3,6
NEKOb2013_001483,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001484,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001485,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001486,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001487,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001488,"[13, 12]",12,13
NEKOb2013_001489,"[6, 8, 1, 1, 6, 8, 8, 1, 2, 10, 8, 5, 5, 5, 7, 8, 1, 1, 7, 7, 1, 1, 3, 8, 1, 8, 3, 1, 7, 8, 8, 8, 3, 1, 6, 1, 2, 1]",5,10
NEKOb2013_001490,"[0, 1, 13, 4]",2,13
NEKOb2013_001491,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001492,"[0, 0, 0, 0]",0,0
NEKOb2013_001493,"[0, 0, 0, 0]",0,0
NEKOb2013_001494,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001495,"[0, 0, 0]",0,0
NEKOb2013_001496,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001497,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001498,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001499,"[0, 0, 0, 0]",0,0
NEKOb2013_001500,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001501,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001502,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001503,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001504,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001505,"[0, 0]",0,0
NEKOb2013_001506,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001507,"[0, 0, 0, 0]",0,0
NEKOb2013_001508,"[0, 0, 0, 2, 0, 0, 0, 0, 0]",0,2
NEKOb2013_001509,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001510,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001511,"[0, 5, 0, 0, 0, 0, 0, 0, 0]",0,5
NEKOb2013_001512,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001513,"[4, 7, 0, 11, 4, 3, 0]",4,11
NEKOb2013_001514,"[3, 19]",11,19
NEKOb2013_001515,"[2, 2, 1, 1, 1, 2]",1,2
NEKOb2013_001516,"[4, 4, 0, 5, 0, 4]",4,5
NEKOb2013_001517,"[6, 5, 6, 6, 7, 6, 6, 6, 6]",6,7
NEKOb2013_001518,"[3, 3, 2, 3, 4, 3, 2, 2, 0, 3, 2, 3, 3, 3]",3,4
NEKOb2013_001519,"[2, 3, 3, 2, 0]",2,3
NEKOb2013_001520,"[3, 3, 3, 3, 3, 3, 3, 3]",3,3
NEKOb2013_001521,"[2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001522,"[3, 2, 1, 1, 2, 1, 0, 1, 1, 1]",1,3
NEKOb2013_001523,"[1, 1, 1, 2, 1, 11, 2, 0, 1, 1]",1,11
NEKOb2013_001524,"[0, 0, 0]",0,0
NEKOb2013_001525,"[0, 0, 0]",0,0
NEKOb2013_001526,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001527,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001528,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001529,"[6, 6, 7, 7, 7, 7, 8, 8, 7, 6]",7,8
NEKOb2013_001530,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001531,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001532,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001533,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001534,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001535,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001536,"[1, 8, 6, 9, 2, 3, 1]",3,9
NEKOb2013_001537,"[1, 1, 0, 4, 0, 6]",1,6
NEKOb2013_001538,"[16, 0, 0, 0]",0,16
NEKOb2013_001539,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001540,"[0, 0, 0]",0,0
NEKOb2013_001541,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001542,"[0, 0, 0, 0]",0,0
NEKOb2013_001543,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001544,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001545,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001546,"[0, 0, 0, 0]",0,0
NEKOb2013_001547,"[0, 0, 0]",0,0
NEKOb2013_001548,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001549,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001550,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001551,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001552,"[0, 0, 0]",0,0
NEKOb2013_001553,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001554,"[0, 2, 0, 2, 2, 0, 0, 3, 0]",0,3
NEKOb2013_001555,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001556,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001557,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001558,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001559,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001560,"[3, 3, 5, 14, 4, 4, 19, 7, 11]",5,19
NEKOb2013_001561,"[0, 1, 0, 0, 17, 1, 0, 0]",0,17
NEKOb2013_001562,[],,
NEKOb2013_001563,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001564,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001565,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001566,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001567,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001568,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001569,"[0, 0, 0, 0]",0,0
NEKOb2013_001570,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001571,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001572,"[0, 0, 0, 0]",0,0
NEKOb2013_001573,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001574,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001575,"[0, 0, 0, 0]",0,0
NEKOb2013_001576,"[0, 0, 0, 0]",0,0
NEKOb2013_001577,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001578,"[7, 7, 3, 7, 7, 7, 3]",7,7
NEKOb2013_001579,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001580,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001581,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001582,"[0, 0, 0, 0]",0,0
NEKOb2013_001583,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001584,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001585,"[1, 0, 0, 5, 3, 4, 13, 0]",2,13
NEKOb2013_001586,"[0, 6, 7, 9]",6,9
NEKOb2013_001587,"[0, 0]",0,0
NEKOb2013_001588,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001589,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001590,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001591,"[0, 0, 0, 0]",0,0
NEKOb2013_001592,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001593,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001594,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001595,"[0, 0]",0,0
NEKOb2013_001596,"[0, 0, 0]",0,0
NEKOb2013_001597,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001598,"[0, 0, 0]",0,0
NEKOb2013_001599,"[0, 0]",0,0
NEKOb2013_001600,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001601,"[0, 0]",0,0
NEKOb2013_001602,"[5, 5, 5, 5, 6, 5, 5, 5]",5,6
NEKOb2013_001603,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001604,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",0,1
NEKOb2013_001605,"[0, 0, 0, 1, 2, 0, 0, 0, 0]",0,2
NEKOb2013_001606,"[2, 0, 0, 0, 1, 0, 0, 0, 0]",0,2
NEKOb2013_001607,"[3, 0, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2]",2,3
NEKOb2013_001608,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",0,1
NEKOb2013_001609,"[4, 2, 4, 0, 0, 0]",1,4
NEKOb2013_001610,"[8, 10, 3, 12, 4, 12]",9,12
NEKOb2013_001611,"[3, 3, 3, 3, 3, 3, 3, 0, 3, 4, 3, 5, 6, 3, 3, 4, 3]",3,6
NEKOb2013_001612,"[1, 0, 1, 3, 1, 2, 1]",1,3
NEKOb2013_001613,"[1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 2, 1, 1]",1,2
NEKOb2013_001614,"[2, 4, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2]",2,4
NEKOb2013_001615,"[2, 2, 2, 2, 2, 1]",2,2
NEKOb2013_001616,"[0, 0, 0, 0]",0,0
NEKOb2013_001617,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
NEKOb2013_001618,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001619,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001620,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001621,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001622,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001623,"[0, 0, 0, 0]",0,0
NEKOb2013_001624,"[0, 0, 0]",0,0
NEKOb2013_001625,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001626,"[0, 0, 0, 0]",0,0
NEKOb2013_001627,"[0, 0, 1, 0, 0, 1, 0, 1]",0,1
NEKOb2013_001628,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001629,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001630,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001631,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001632,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001633,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001634,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001635,"[0, 0, 0, 0]",0,0
NEKOb2013_001636,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001637,"[0, 0]",0,0
NEKOb2013_001638,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001639,"[2, 2, 2, 0, 2, 2, 2]",2,2
NEKOb2013_001640,"[2, 0, 2, 2, 2, 0, 2]",2,2
NEKOb2013_001641,"[0, 0, 0, 0]",0,0
NEKOb2013_001642,"[0, 0, 0]",0,0
NEKOb2013_001643,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001644,"[0, 0, 0]",0,0
NEKOb2013_001645,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001646,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001647,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001648,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001649,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001650,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001651,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001652,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001653,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001654,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001655,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001656,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 3, 0, 0, 1, 1, 1, 1, 5, 1, 4, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,5
NEKOb2013_001657,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001658,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001659,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001660,"[0, 0, 0]",0,0
NEKOb2013_001661,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001662,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001663,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001664,"[0, 0, 0]",0,0
NEKOb2013_001665,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001666,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001667,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001668,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001669,"[0, 0, 0, 0]",0,0
NEKOb2013_001670,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001671,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001672,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001673,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001674,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001675,"[0, 0, 0, 0]",0,0
NEKOb2013_001676,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001677,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001678,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001679,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",0,4
NEKOb2013_001680,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001681,"[4, 4, 3, 4, 3, 3, 0, 3, 2, 4, 3, 4, 3, 4, 0, 3, 3, 3, 0, 2, 2, 2, 2, 2, 4, 2, 3, 0, 2]",3,4
NEKOb2013_001682,"[0, 26, 0, 0, 0]",0,26
NEKOb2013_001683,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001684,"[0, 0, 0, 0]",0,0
NEKOb2013_001685,"[0, 1, 1, 1, 0, 1, 0, 0]",0,1
NEKOb2013_001686,"[1, 0, 0, 2, 1, 1, 0, 0]",0,2
NEKOb2013_001687,"[0, 0, 0, 1, 0, 0, 0, 0]",0,1
NEKOb2013_001688,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001689,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001690,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001691,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001692,"[0, 0, 0, 0]",0,0
NEKOb2013_001693,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001694,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001695,"[0, 0, 0, 0]",0,0
NEKOb2013_001696,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001697,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001698,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001699,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001700,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001701,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001702,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001703,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001704,"[9, 8, 9, 7, 9, 8, 9, 9, 8]",9,9
NEKOb2013_001705,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001706,"[0, 0]",0,0
NEKOb2013_001707,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001708,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001709,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001710,"[0, 0, 0]",0,0
NEKOb2013_001711,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001712,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001713,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001714,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001715,"[0, 0, 0]",0,0
NEKOb2013_001716,"[2, 0, 0, 0, 0, 0]",0,2
NEKOb2013_001717,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001718,"[0, 0, 0]",0,0
NEKOb2013_001719,"[0, 0, 0, 0]",0,0
NEKOb2013_001720,"[0, 0, 0, 0]",0,0
NEKOb2013_001721,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001722,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",1,2
NEKOb2013_001723,"[0, 0, 0, 0]",0,0
NEKOb2013_001724,"[3, 3, 3, 1, 3, 3, 0, 3, 3, 2, 3]",3,3
NEKOb2013_001725,"[1, 6, 1, 2, 1, 1, 2, 3, 1, 3, 1, 1]",1,6
NEKOb2013_001726,"[3, 5, 11, 12, 11, 0, 11, 0]",8,12
NEKOb2013_001727,[3],3,3
NEKOb2013_001728,"[9, 14, 13, 13, 12, 12]",12,14
NEKOb2013_001729,"[6, 6, 5, 6, 3, 7, 1, 7, 5, 8, 9, 6, 6, 6, 6, 6, 8]",6,9
NEKOb2013_001730,"[5, 1, 9, 1, 1, 1, 7, 1, 2]",1,9
NEKOb2013_001731,"[2, 2, 2, 2, 1, 3, 2, 1, 2, 3, 2, 2, 2, 3, 1, 2]",2,3
NEKOb2013_001732,"[2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,3
NEKOb2013_001733,"[2, 2, 2, 2, 2]",2,2
NEKOb2013_001734,"[2, 2, 1, 2, 3, 2, 2, 1, 1]",2,3
NEKOb2013_001735,"[6, 4, 2, 5, 2, 2, 0, 3]",2,6
NEKOb2013_001736,"[7, 2, 2, 2, 2, 2, 2]",2,7
NEKOb2013_001737,"[2, 2, 4, 2, 2, 2, 2, 2, 2]",2,4
NEKOb2013_001738,"[7, 6, 7, 7, 4, 5, 7]",7,7
NEKOb2013_001739,"[5, 5, 8, 3, 11, 11, 6, 10]",7,11
NEKOb2013_001740,"[6, 5, 0, 5, 0]",5,6
NEKOb2013_001741,"[7, 6, 4, 7, 4, 5]",5,7
NEKOb2013_001742,"[5, 5, 4, 3, 3, 6, 7]",5,7
NEKOb2013_001743,"[2, 2, 2, 1, 2, 3]",2,3
NEKOb2013_001744,"[0, 0, 0, 0]",0,0
NEKOb2013_001745,"[6, 6, 2, 6, 0, 3, 7]",6,7
NEKOb2013_001746,"[0, 0, 0]",0,0
NEKOb2013_001747,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,4
NEKOb2013_001748,"[0, 0, 0, 0]",0,0
NEKOb2013_001749,"[0, 0, 0, 0]",0,0
NEKOb2013_001750,"[3, 4, 1, 3, 6, 4, 3, 5, 4, 4]",4,6
NEKOb2013_001751,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001752,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001753,"[10, 24, 14, 13, 5]",13,24
NEKOb2013_001754,"[1, 2, 4, 9, 3, 1]",2,9
NEKOb2013_001755,"[2, 2, 1, 2, 2, 1, 3, 4, 2, 2]",2,4
NEKOb2013_001756,"[1, 0, 1, 0]",0,1
NEKOb2013_001757,"[1, 2, 1, 2, 1]",1,2
NEKOb2013_001758,"[0, 0]",0,0
NEKOb2013_001759,"[4, 0, 1, 1, 0, 1, 1]",1,4
NEKOb2013_001760,"[1, 1, 1, 1]",1,1
NEKOb2013_001761,"[1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001762,"[0, 1, 1, 1, 0, 1, 1, 1]",1,1
NEKOb2013_001763,"[0, 0, 0, 0]",0,0
NEKOb2013_001764,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001765,"[0, 0, 0, 0]",0,0
NEKOb2013_001766,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001767,"[0, 0, 0, 0]",0,0
NEKOb2013_001768,"[0, 0, 0, 0]",0,0
NEKOb2013_001769,"[0, 0, 0]",0,0
NEKOb2013_001770,"[3, 3, 3, 6, 3, 3, 4, 3, 3]",3,6
NEKOb2013_001771,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001772,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001773,"[3, 7, 1, 3, 2, 2, 2]",2,7
NEKOb2013_001774,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001775,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001776,[0],0,0
NEKOb2013_001777,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001778,"[0, 0, 0]",0,0
NEKOb2013_001779,"[0, 0, 0]",0,0
NEKOb2013_001780,"[0, 0]",0,0
